１シリーズ,0,0,-32768,車名,*,*,*,*,*,１シリーズ,１シリーズ,１シリーズ
３シリーズ,0,0,-32768,車名,*,*,*,*,*,３シリーズ,３シリーズ,３シリーズ
５シリーズ,0,0,-32768,車名,*,*,*,*,*,５シリーズ,５シリーズ,５シリーズ
Ａ１,0,0,-32768,車名,*,*,*,*,*,Ａ１,Ａ１,Ａ１
Ａ１スポーツバック,0,0,-32768,車名,*,*,*,*,*,Ａ１スポーツバック,Ａ１スポーツバック,Ａ１スポーツバック
ハッチバック,0,0,-32768,車名,*,*,*,*,*,ハッチバック,ハッチバック,ハッチバック
Ａ１１０,0,0,-32768,車名,*,*,*,*,*,Ａ１１０,Ａ１１０,Ａ１１０
アルピーヌ Ａ１１０,0,0,-32768,車名,*,*,*,*,*,アルピーヌ Ａ１１０,アルピーヌ Ａ１１０,アルピーヌ Ａ１１０
ムーヴ,0,0,-32768,車名,*,*,*,*,*,ムーヴ,ムーヴ,ムーヴ
ムーヴキャンバス,0,0,-32768,車名,*,*,*,*,*,ムーヴキャンバス,ムーヴキャンバス,ムーヴキャンバス
８６,0,0,-32768,車名,*,*,*,*,*,８６,８６,８６
Ｃ－ＨＲ,0,0,-32768,車名,*,*,*,*,*,Ｃ－ＨＲ,Ｃ－ＨＲ,Ｃ－ＨＲ
ｂＢ,0,0,-32768,車名,*,*,*,*,*,ｂＢ,ｂＢ,ｂＢ
５００,0,0,-32768,車名,*,*,*,*,*,５００,５００,５００
２０８,0,0,-32768,車名,*,*,*,*,*,２０８,２０８,２０８
フリード,0,0,-32768,車名,*,*,*,*,*,フリード,フリード,フリード
ＣＲ－Ｚ,0,0,-32768,車名,*,*,*,*,*,ＣＲ－Ｚ,ＣＲ－Ｚ,ＣＲ－Ｚ
ＡＺワゴンカスタムスタイル,0,0,-32768,車名,*,*,*,*,*,ＡＺワゴンカスタムスタイル,ＡＺワゴンカスタムスタイル,ＡＺワゴンカスタムスタイル
ＡＺオフロード,0,0,-32768,車名,*,*,*,*,*,ＡＺオフロード,ＡＺオフロード,ＡＺオフロード
フレアクロスオーバー,0,0,-32768,車名,*,*,*,*,*,フレアクロスオーバー,フレアクロスオーバー,フレアクロスオーバー
プレマシー,0,0,-32768,車名,*,*,*,*,*,プレマシー,プレマシー,プレマシー
Ｂクラス,0,0,-32768,車名,*,*,*,*,*,Ｂクラス,Ｂクラス,Ｂクラス
Ｃクラスステーションワゴン,0,0,-32768,車名,*,*,*,*,*,Ｃクラスステーションワゴン,Ｃクラスステーションワゴン,Ｃクラスステーションワゴン
モコ,0,0,-32768,車名,*,*,*,*,*,モコ,モコ,モコ
シルフィ,0,0,-32768,車名,*,*,*,*,*,シルフィ,シルフィ,シルフィ
ノート,0,0,-32768,車名,*,*,*,*,*,ノート,ノート,ノート
デイズ,0,0,-32768,車名,*,*,*,*,*,デイズ,デイズ,デイズ
１８０ＳＸ,0,0,-32768,車名,*,*,*,*,*,１８０ＳＸ,１８０ＳＸ,１８０ＳＸ
ＡＤ,0,0,-32768,車名,*,*,*,*,*,ＡＤ,ＡＤ,ＡＤ
ティアナ,0,0,-32768,車名,*,*,*,*,*,ティアナ,ティアナ,ティアナ
ＡＤエキスパート,0,0,-32768,車名,*,*,*,*,*,ＡＤエキスパート,ＡＤエキスパート,ＡＤエキスパート
エクストレイル,0,0,-32768,車名,*,*,*,*,*,エクストレイル,エクストレイル,エクストレイル
ＮＶ３５０キャラバンバン,0,0,-32768,車名,*,*,*,*,*,ＮＶ３５０キャラバンバン,ＮＶ３５０キャラバンバン,ＮＶ３５０キャラバンバン
リーフ,0,0,-32768,車名,*,*,*,*,*,リーフ,リーフ,リーフ
デイズルークス,0,0,-32768,車名,*,*,*,*,*,デイズルークス,デイズルークス,デイズルークス
ピノ,0,0,-32768,車名,*,*,*,*,*,ピノ,ピノ,ピノ
ラティオ,0,0,-32768,車名,*,*,*,*,*,ラティオ,ラティオ,ラティオ
マーチ,0,0,-32768,車名,*,*,*,*,*,マーチ,マーチ,マーチ
デュアリス,0,0,-32768,車名,*,*,*,*,*,デュアリス,デュアリス,デュアリス
ヴォクシー,0,0,-32768,車名,*,*,*,*,*,ヴォクシー,ヴォクシー,ヴォクシー
ヴィッツ,0,0,-32768,車名,*,*,*,*,*,ヴィッツ,ヴィッツ,ヴィッツ
エルフトラック,0,0,-32768,車名,*,*,*,*,*,エルフトラック,エルフトラック,エルフトラック
ジープ・ラングラーアンリミテッド,0,0,-32768,車名,*,*,*,*,*,ジープ・ラングラーアンリミテッド,ジープ・ラングラーアンリミテッド,ジープ・ラングラーアンリミテッド
シボレーＭＷ,0,0,-32768,車名,*,*,*,*,*,シボレーＭＷ,シボレーＭＷ,シボレーＭＷ
ワゴンＲ,0,0,-32768,車名,*,*,*,*,*,ワゴンＲ,ワゴンＲ,ワゴンＲ
スペーシアギア,0,0,-32768,車名,*,*,*,*,*,スペーシアギア,スペーシアギア,スペーシアギア
インプレッサ,0,0,-32768,車名,*,*,*,*,*,インプレッサ,インプレッサ,インプレッサ
ルクラカスタム,0,0,-32768,車名,*,*,*,*,*,ルクラカスタム,ルクラカスタム,ルクラカスタム
ＷＲＸ Ｓ４,0,0,-32768,車名,*,*,*,*,*,ＷＲＸ Ｓ４,ＷＲＸ Ｓ４,ＷＲＸ Ｓ４
タント,0,0,-32768,車名,*,*,*,*,*,タント,タント,タント
カローラフィールダー,0,0,-32768,車名,*,*,*,*,*,カローラフィールダー,カローラフィールダー,カローラフィールダー
クラウンハイブリッド,0,0,-32768,車名,*,*,*,*,*,クラウンハイブリッド,クラウンハイブリッド,クラウンハイブリッド
クラウン,0,0,-32768,車名,*,*,*,*,*,クラウン,クラウン,クラウン
ゴルフＧＴＩ,0,0,-32768,車名,*,*,*,*,*,ゴルフＧＴＩ,ゴルフＧＴＩ,ゴルフＧＴＩ
カイエン,0,0,-32768,車名,*,*,*,*,*,カイエン,カイエン,カイエン
Ｖ６０,0,0,-32768,車名,*,*,*,*,*,Ｖ６０,Ｖ６０,Ｖ６０
ＭＩＮＩ,0,0,-32768,車名,*,*,*,*,*,ＭＩＮＩ,ＭＩＮＩ,ＭＩＮＩ
メガーヌ,0,0,-32768,車名,*,*,*,*,*,メガーヌ,メガーヌ,メガーヌ
カングー,0,0,-32768,車名,*,*,*,*,*,カングー,カングー,カングー
ＲＣ Ｆ,0,0,-32768,車名,*,*,*,*,*,ＲＣ Ｆ,ＲＣ Ｆ,ＲＣ Ｆ
ＵＸ,0,0,-32768,車名,*,*,*,*,*,ＵＸ,ＵＸ,ＵＸ
ビュート,0,0,-32768,車名,*,*,*,*,*,ビュート,ビュート,ビュート
ライク,0,0,-32768,車名,*,*,*,*,*,ライク,ライク,ライク
トッポ,0,0,-32768,車名,*,*,*,*,*,トッポ,トッポ,トッポ
デリカＤ：５,0,0,-32768,車名,*,*,*,*,*,デリカＤ：５,デリカＤ：５,デリカＤ：５
キャンター,0,0,-32768,車名,*,*,*,*,*,キャンター,キャンター,キャンター
